"Id","Inc","Capital","Hours","Age","Employer","Education","Marital_Status","Occupation"
29677,"Low",0,11,71,"Private","Bach","Married","Specialist"
29678,"Low",0,26,74,"Private","Min","Never Married","Specialist"
29679,"Low",0,10,78,"Private","Bach","Divorced","Agricultural"
29680,"High",0,34,47,"Private","Master","Never Married","Management"
29682,"Low",0,20,76,"Govt","High School","Never Married","Trades"
29683,"Low",0,43,28,"Govt","Min","Divorced","Trades"
29684,"Low",0,1,84,"Private","Min","Married","Agricultural"
29686,"High",0,46,48,"Private","Bach","Never Married","Agricultural"
29687,"Low",0,47,20,"Private","High School","Never Married","Specialist"
29688,"High",0,31,45,"Private","Bach","Married","Trades"
29689,"Low",0,42,26,"Govt","Bach","Never Married","Agricultural"
29690,"High",0,56,26,"Govt","Bach","Married","Agricultural"
29691,"High",0,38,50,"Govt","Bach","Never Married","Agricultural"
29692,"High",0,43,35,"Private","Min","Divorced","Management"
29693,"Low",0,16,71,"Self-Emp","High School","Married","Agricultural"
29694,"High",1536,39,49,"Govt","High School","Never Married","Management"
29695,"Low",0,0,85,"Govt","High School","Never Married","Agricultural"
29697,"High",0,50,58,"Private","High School","Married","Admin"
29698,"High",0,38,42,"Private","High School","Divorced","Management"
29699,"High",0,38,48,"Govt","High School","Married","Management"
29700,"High",0,60,50,"Private","Master","Married","Trades"
29701,"High",0,45,65,"Private","Master","Widowed","Admin"
29702,"High",0,47,45,"Private","Bach","Married","Trades"
29703,"Low",0,35,20,"Private","Min","Never Married","Trades"
29704,"Low",1746,31,25,"Private","Min","Married","Admin"
29705,"Low",0,28,70,"Private","High School","Married","Agricultural"
29706,"Low",0,25,73,"Self-Emp","Min","Married","Management"
29707,"High",0,61,24,"Private","High School","Married","Admin"
29708,"Low",0,46,26,"Private","High School","Never Married","Management"
29709,"Low",0,14,70,"Private","Bach","Divorced","Specialist"
29710,"Low",0,1,84,"Private","Min","Married","Trades"
29711,"Low",0,22,40,"Private","Master","Never Married","Management"
29712,"Low",0,5,81,"Private","Min","Married","Admin"
29713,"High",0,35,57,"Private","High School","Never Married","Admin"
29714,"Low",0,11,75,"Private","Bach","Never Married","Trades"
29715,"Low",0,33,24,"Private","High School","Never Married","Trades"
29716,"High",0,58,58,"Private","High School","Never Married","Management"
29717,"Low",0,27,28,"Private","Master","Never Married","Agricultural"
29718,"Low",2265,6,79,"Private","High School","Never Married","Specialist"
29719,"Low",0,28,31,"Private","High School","Never Married","Agricultural"
29720,"Low",0,25,70,"Govt","Bach","Married","Agricultural"
29721,"High",0,45,46,"Private","Bach","Divorced","Specialist"
29722,"Low",2006,49,22,"Private","Min","Divorced","Agricultural"
29723,"High",0,45,33,"Govt","High School","Never Married","Trades"
29724,"High",2359,41,56,"Private","Master","Never Married","Agricultural"
29725,"High",0,51,28,"Private","Min","Never Married","Specialist"
29726,"Low",0,1,84,"Self-Emp","Bach","Never Married","Management"
29727,"Low",0,29,39,"Private","Bach","Never Married","Agricultural"
29728,"High",0,29,66,"Private","High School","Never Married","Agricultural"
29729,"Low",0,12,73,"Govt","High School","Married","Agricultural"
29730,"High",0,33,66,"Private","High School","Widowed","Specialist"
29731,"Low",0,15,74,"Private","High School","Married","Management"
29733,"Low",0,9,80,"Private","Min","Divorced","Specialist"
29734,"Low",2338,4,81,"Private","High School","Divorced","Specialist"
29735,"High",2295,36,45,"Private","High School","Married","Admin"
29736,"High",0,47,45,"Private","Bach","Never Married","Agricultural"
29737,"High",0,50,53,"Private","High School","Never Married","Management"
29738,"High",0,60,57,"Private","High School","Married","Agricultural"
29739,"Low",0,4,81,"Private","Bach","Divorced","Management"
29740,"High",0,43,49,"Private","High School","Married","Management"
29741,"Low",0,24,32,"Private","Bach","Married","Specialist"
29743,"High",0,55,43,"Govt","Min","Never Married","Admin"
29744,"High",0,49,48,"Private","Min","Married","Specialist"
29745,"Low",0,29,72,"Private","High School","Married","Trades"
29746,"High",0,38,53,"Private","Bach","Married","Specialist"
29747,"Low",0,22,55,"Govt","Master","Married","Specialist"
29748,"High",0,30,40,"Govt","Bach","Never Married","Management"
29749,"Low",0,17,72,"Private","High School","Married","Trades"
29750,"Low",0,2,83,"Govt","High School","Married","Agricultural"
29751,"High",0,34,50,"Private","Master","Married","Management"
29752,"Low",0,33,18,"Self-Emp","Bach","Never Married","Agricultural"
29753,"High",2480,27,72,"Private","Min","Divorced","Admin"
29754,"Low",0,29,32,"Private","High School","Divorced","Specialist"
29755,"High",0,38,65,"Private","Bach","Never Married","Management"
29756,"Low",0,23,71,"Private","Min","Married","Specialist"
29757,"Low",0,21,71,"Private","High School","Never Married","Admin"
29758,"Low",0,14,77,"Self-Emp","Min","Never Married","Management"
29759,"High",0,39,47,"Private","Bach","Never Married","Specialist"
29760,"Low",0,25,44,"Govt","High School","Married","Agricultural"
29761,"High",800,39,49,"Private","High School","Never Married","Trades"
29762,"Low",0,1,84,"Private","High School","Divorced","Specialist"
29763,"High",0,55,51,"Private","Min","Never Married","Trades"
29764,"Low",0,17,65,"Private","Min","Married","Management"
29765,"Low",0,14,69,"Self-Emp","Min","Never Married","Agricultural"
29766,"High",3243,48,35,"Private","Master","Widowed","Admin"
29767,"Low",0,27,34,"Self-Emp","Min","Divorced","Specialist"
29768,"Low",0,35,25,"Private","High School","Never Married","Agricultural"
29769,"Low",0,21,38,"Govt","High School","Never Married","Agricultural"
29771,"High",0,39,61,"Govt","Bach","Never Married","Agricultural"
29772,"Low",0,36,29,"Govt","Bach","Never Married","Admin"
29773,"Low",0,10,78,"Private","High School","Never Married","Trades"
29774,"Low",0,17,77,"Private","Master","Never Married","Management"
29775,"Low",0,43,21,"Private","Bach","Married","Admin"
29776,"High",0,48,52,"Private","Bach","Married","Agricultural"
29777,"High",0,34,37,"Private","Bach","Married","Specialist"
29778,"Low",0,23,39,"Private","Bach","Never Married","Agricultural"
29779,"Low",1654,19,58,"Private","Min","Divorced","Agricultural"
29780,"High",0,74,28,"Private","Min","Married","Specialist"
29781,"Low",0,32,37,"Private","Bach","Married","Agricultural"
29782,"High",0,51,43,"Private","High School","Never Married","Specialist"
29783,"High",0,55,30,"Private","Min","Married","Agricultural"
29784,"Low",0,36,25,"Private","High School","Married","Agricultural"
29785,"High",0,72,27,"Private","Bach","Never Married","Management"
29786,"Low",0,23,70,"Private","Bach","Married","Management"
29787,"High",0,39,53,"Private","Bach","Divorced","Management"
29789,"High",0,41,43,"Private","Min","Married","Management"
29790,"Low",2691,5,82,"Private","Min","Never Married","Management"
29792,"Low",0,26,40,"Self-Emp","High School","Divorced","Agricultural"
29793,"Low",0,32,32,"Private","Bach","Never Married","Agricultural"
29794,"High",0,84,36,"Private","High School","Married","Admin"
29795,"Low",0,34,35,"Self-Emp","High School","Divorced","Trades"
29796,"Low",0,26,67,"Private","Bach","Married","Management"
29797,"Low",0,48,19,"Private","Min","Never Married","Specialist"
29798,"Low",0,3,82,"Self-Emp","High School","Never Married","Trades"
29799,"Low",0,23,39,"Self-Emp","Bach","Never Married","Trades"
29800,"Low",0,19,68,"Private","Master","Married","Admin"
29801,"High",0,38,43,"Private","Master","Divorced","Specialist"
29803,"Low",1562,14,76,"Private","High School","Divorced","Admin"
29804,"High",0,37,57,"Private","High School","Never Married","Specialist"
29805,"High",0,26,62,"Private","Min","Married","Trades"
29806,"Low",0,28,39,"Private","Bach","Divorced","Admin"
29807,"High",0,29,64,"Private","Bach","Divorced","Trades"
29808,"High",0,44,38,"Private","Min","Never Married","Admin"
29809,"Low",0,12,74,"Self-Emp","Bach","Never Married","Specialist"
29810,"High",0,29,46,"Private","Bach","Married","Admin"
29811,"High",1532,40,63,"Private","High School","Never Married","Admin"
29812,"Low",0,17,66,"Private","Bach","Never Married","Specialist"
29813,"High",0,44,59,"Private","Bach","Never Married","Agricultural"
29814,"High",0,33,59,"Private","High School","Married","Management"
29815,"High",0,61,56,"Private","Bach","Married","Admin"
29816,"High",0,31,54,"Govt","Bach","Married","Admin"
29817,"High",0,39,34,"Private","Bach","Divorced","Admin"
29818,"High",1431,53,48,"Private","Master","Married","Agricultural"
29819,"Low",0,25,26,"Private","High School","Married","Management"
29821,"Low",0,25,63,"Private","High School","Divorced","Management"
29822,"Low",0,27,67,"Private","High School","Never Married","Management"
29823,"High",0,39,32,"Private","Bach","Never Married","Management"
29824,"Low",0,23,56,"Private","Bach","Never Married","Agricultural"
29825,"High",0,57,50,"Private","High School","Married","Trades"
29827,"High",0,35,39,"Private","High School","Widowed","Management"
29828,"Low",0,22,77,"Private","Bach","Married","Trades"
29829,"Low",0,16,52,"Private","Min","Never Married","Management"
29830,"High",0,31,51,"Private","Bach","Divorced","Specialist"
29831,"Low",0,2,84,"Private","Bach","Married","Admin"
29832,"High",1648,27,67,"Govt","High School","Married","Agricultural"
29834,"Low",0,37,23,"Private","High School","Married","Management"
29836,"Low",0,27,25,"Private","Bach","Married","Agricultural"
29837,"High",0,45,45,"Private","High School","Married","Management"
29838,"Low",0,20,20,"Private","High School","Divorced","Management"
29839,"Low",392,6,81,"Private","Bach","Married","Agricultural"
29840,"Low",0,40,18,"Private","High School","Married","Specialist"
29841,"Low",0,25,32,"Govt","Master","Never Married","Trades"
29843,"High",0,39,45,"Private","High School","Married","Management"
29844,"High",0,39,39,"Private","Bach","Divorced","Management"
29846,"High",0,59,47,"Private","High School","Never Married","Management"
29847,"High",943,24,62,"Private","Bach","Never Married","Management"
29848,"High",0,29,47,"Private","Bach","Married","Trades"
29849,"High",0,48,68,"Private","Bach","Married","Management"
29850,"Low",0,4,82,"Govt","Bach","Married","Management"
29851,"High",0,33,52,"Govt","Min","Married","Admin"
29852,"Low",0,35,32,"Self-Emp","Bach","Married","Specialist"
29853,"Low",0,0,85,"Private","Bach","Never Married","Agricultural"
29854,"High",0,46,30,"Private","High School","Never Married","Agricultural"
29855,"High",0,64,28,"Private","Bach","Married","Management"
29856,"High",0,64,51,"Private","Min","Married","Agricultural"
29857,"Low",0,33,27,"Self-Emp","Bach","Never Married","Agricultural"
29858,"High",3412,55,52,"Govt","High School","Never Married","Management"
29859,"High",0,28,46,"Private","High School","Married","Admin"
29860,"High",0,52,48,"Private","High School","Widowed","Specialist"
29861,"High",0,49,39,"Private","High School","Married","Specialist"
29862,"High",0,39,41,"Govt","Bach","Married","Admin"
29863,"Low",0,24,28,"Private","Bach","Divorced","Admin"
29864,"Low",0,19,47,"Private","Bach","Married","Admin"
29865,"Low",0,21,35,"Govt","High School","Divorced","Management"
29867,"High",0,52,29,"Private","Min","Never Married","Trades"
29868,"High",0,36,41,"Private","High School","Married","Trades"
29869,"High",0,32,42,"Private","Bach","Married","Admin"
29870,"Low",0,10,76,"Self-Emp","High School","Divorced","Management"
29872,"High",0,49,54,"Private","Min","Never Married","Specialist"
29873,"Low",0,26,69,"Private","High School","Married","Management"
29874,"High",0,30,61,"Private","High School","Never Married","Admin"
29875,"High",0,52,68,"Private","Min","Married","Admin"
29876,"High",0,52,48,"Private","Min","Married","Agricultural"
29877,"Low",555,39,28,"Private","Bach","Divorced","Management"
29878,"High",0,41,55,"Private","High School","Married","Management"
29880,"Low",0,46,24,"Private","Bach","Married","Management"
29882,"High",0,34,49,"Private","High School","Never Married","Agricultural"
29884,"Low",0,41,19,"Private","High School","Divorced","Specialist"
29885,"High",0,42,59,"Private","Bach","Married","Specialist"
29886,"Low",0,38,19,"Govt","Min","Divorced","Agricultural"
29887,"Low",0,44,21,"Self-Emp","Bach","Married","Management"
29888,"Low",0,42,23,"Self-Emp","Bach","Divorced","Management"
29889,"High",0,51,31,"Private","High School","Married","Specialist"
29892,"High",0,34,39,"Private","Bach","Never Married","Specialist"
29893,"High",0,54,41,"Private","High School","Married","Specialist"
29894,"Low",0,24,73,"Self-Emp","Master","Married","Management"
29895,"Low",0,3,84,"Private","Min","Divorced","Agricultural"
29896,"Low",0,8,79,"Private","High School","Married","Agricultural"
29897,"High",0,40,61,"Private","Bach","Never Married","Admin"
29898,"Low",0,63,21,"Private","Min","Never Married","Admin"
29899,"Low",0,18,38,"Private","Bach","Never Married","Admin"
29902,"High",0,46,34,"Private","Bach","Never Married","Admin"
29903,"High",0,30,60,"Private","High School","Married","Trades"
29904,"Low",0,24,52,"Private","Min","Divorced","Management"
29905,"High",0,66,44,"Govt","Bach","Never Married","Agricultural"
29906,"High",0,62,27,"Private","High School","Married","Specialist"
29907,"Low",0,11,74,"Private","High School","Married","Admin"
29908,"Low",1169,5,81,"Private","Bach","Never Married","Agricultural"
29910,"Low",0,40,20,"Self-Emp","Bach","Married","Trades"
29911,"High",0,34,41,"Private","Bach","Never Married","Specialist"
29912,"Low",0,8,80,"Self-Emp","Min","Married","Management"
29913,"Low",3659,9,80,"Other","Min","Married","Admin"
29914,"High",0,31,58,"Private","High School","Married","Agricultural"
29916,"Low",0,14,75,"Private","Bach","Never Married","Specialist"
29919,"High",0,44,59,"Private","High School","Married","Trades"
29920,"Low",0,27,19,"Private","Bach","Widowed","Trades"
29921,"Low",0,23,37,"Private","Bach","Divorced","Admin"
29922,"Low",0,3,83,"Private","Bach","Married","Agricultural"
29924,"Low",0,38,30,"Private","Min","Never Married","Management"
29925,"High",0,33,66,"Private","High School","Never Married","Trades"
29926,"Low",0,43,18,"Private","Bach","Never Married","Agricultural"
29928,"Low",0,39,24,"Private","High School","Married","Specialist"
29929,"Low",0,36,20,"Self-Emp","Bach","Married","Agricultural"
29930,"High",0,29,64,"Private","Master","Divorced","Admin"
29931,"High",0,39,66,"Private","Bach","Divorced","Admin"
29932,"Low",0,22,69,"Private","High School","Married","Admin"
29933,"High",0,41,57,"Govt","Bach","Divorced","Agricultural"
29934,"Low",0,12,80,"Private","Bach","Never Married","Admin"
29935,"Low",0,11,80,"Private","Bach","Never Married","Management"
29936,"Low",0,2,83,"Private","Bach","Married","Agricultural"
29937,"High",0,61,26,"Private","High School","Never Married","Admin"
29939,"Low",0,52,20,"Self-Emp","High School","Never Married","Management"
29940,"High",0,53,60,"Govt","Bach","Divorced","Specialist"
29941,"Low",0,5,81,"Private","High School","Married","Management"
29942,"High",0,36,62,"Private","High School","Divorced","Admin"
29943,"Low",0,23,21,"Private","Bach","Divorced","Agricultural"
29944,"High",0,39,57,"Private","High School","Married","Trades"
29945,"High",0,36,56,"Private","High School","Married","Admin"
29947,"High",0,27,56,"Private","Min","Married","Management"
29948,"High",0,36,72,"Private","Bach","Married","Agricultural"
29949,"Low",0,24,21,"Private","High School","Married","Management"
29950,"High",0,44,36,"Govt","Bach","Married","Trades"
29951,"Low",0,37,24,"Govt","Bach","Widowed","Agricultural"
29952,"High",0,44,30,"Govt","Master","Married","Management"
29953,"Low",0,29,28,"Govt","Bach","Never Married","Trades"
29954,"High",0,39,35,"Private","Bach","Never Married","Admin"
29956,"High",0,43,37,"Private","High School","Married","Management"
29957,"High",0,29,47,"Govt","High School","Never Married","Agricultural"
29958,"Low",0,2,84,"Private","Min","Never Married","Specialist"
29959,"Low",0,26,72,"Private","High School","Married","Admin"
29960,"Low",0,22,70,"Private","High School","Married","Management"
29961,"High",2014,51,57,"Private","Bach","Never Married","Admin"
29962,"Low",0,3,82,"Private","Min","Divorced","Trades"
29963,"High",1861,49,34,"Private","Bach","Never Married","Management"
29964,"High",0,38,44,"Private","Master","Never Married","Agricultural"
29965,"High",0,65,26,"Private","Bach","Married","Management"
29966,"Low",0,10,78,"Govt","Bach","Divorced","Agricultural"
29967,"Low",0,21,70,"Private","High School","Married","Agricultural"
29968,"Low",0,39,23,"Govt","High School","Divorced","Management"
29969,"Low",0,22,74,"Other","High School","Married","Agricultural"
29970,"High",0,51,65,"Private","High School","Married","Management"
29971,"High",0,32,46,"Private","Min","Never Married","Management"
29972,"High",0,39,52,"Govt","Bach","Never Married","Agricultural"
29973,"High",0,54,42,"Private","Bach","Married","Management"
29975,"High",0,30,56,"Private","Bach","Married","Admin"
29976,"Low",0,31,26,"Private","Bach","Never Married","Management"
29977,"Low",0,29,34,"Private","Min","Never Married","Management"
29978,"Low",0,29,30,"Private","High School","Married","Specialist"
29980,"Low",0,11,77,"Self-Emp","High School","Widowed","Admin"
29981,"High",0,45,58,"Private","Min","Divorced","Agricultural"
29982,"Low",0,3,83,"Self-Emp","Bach","Married","Admin"
29984,"Low",253,23,33,"Self-Emp","Bach","Never Married","Agricultural"
29985,"Low",0,3,81,"Govt","Master","Never Married","Trades"
29986,"High",910,50,57,"Private","Bach","Never Married","Admin"
29987,"Low",0,5,81,"Private","Bach","Married","Specialist"
29988,"High",0,64,40,"Private","High School","Never Married","Management"
29989,"High",3698,57,37,"Private","Bach","Married","Specialist"
29990,"High",0,33,66,"Private","Bach","Never Married","Admin"
29991,"Low",0,21,72,"Private","High School","Married","Specialist"
29992,"High",0,33,60,"Private","Bach","Married","Agricultural"
29993,"Low",0,44,20,"Private","Min","Divorced","Agricultural"
29994,"High",1586,55,42,"Private","High School","Married","Specialist"
29995,"High",0,67,43,"Private","High School","Divorced","Specialist"
29996,"Low",0,20,21,"Self-Emp","Bach","Divorced","Admin"
29997,"Low",1282,38,26,"Self-Emp","High School","Never Married","Trades"
29998,"Low",0,8,79,"Self-Emp","Min","Never Married","Management"
29999,"High",0,34,46,"Private","High School","Married","Agricultural"
30000,"High",0,41,44,"Private","Bach","Married","Management"
30002,"Low",0,5,82,"Self-Emp","Bach","Married","Trades"
30003,"Low",0,18,28,"Private","High School","Married","Agricultural"
30004,"Low",0,31,72,"Private","Bach","Divorced","Admin"
30005,"Low",0,20,19,"Private","High School","Never Married","Agricultural"
30006,"Low",0,35,20,"Private","High School","Married","Management"
30009,"Low",0,0,85,"Private","High School","Never Married","Agricultural"
30010,"Low",0,24,49,"Private","Min","Married","Trades"
30011,"High",2588,57,25,"Private","High School","Married","Management"
30012,"Low",0,28,28,"Private","Master","Divorced","Specialist"
30013,"High",0,49,57,"Govt","Bach","Divorced","Management"
30014,"High",0,53,34,"Private","High School","Never Married","Management"
30015,"Low",0,39,26,"Private","High School","Married","Trades"
30016,"Low",0,23,74,"Private","Bach","Married","Trades"
30017,"Low",0,26,70,"Private","Bach","Married","Management"
30018,"Low",0,11,78,"Private","Min","Never Married","Specialist"
30019,"Low",0,44,27,"Private","Min","Married","Specialist"
30021,"High",0,61,22,"Private","Bach","Never Married","Admin"
30022,"High",0,64,46,"Govt","High School","Never Married","Admin"
30023,"Low",0,4,82,"Govt","High School","Never Married","Admin"
30024,"High",0,29,64,"Govt","High School","Married","Admin"
30025,"Low",0,12,78,"Govt","Master","Married","Agricultural"
30026,"High",0,29,57,"Private","High School","Never Married","Management"
30027,"Low",0,6,82,"Private","Min","Divorced","Agricultural"
30028,"Low",0,35,23,"Self-Emp","High School","Never Married","Agricultural"
30029,"Low",0,35,26,"Private","Bach","Married","Specialist"
30030,"High",0,41,42,"Private","High School","Widowed","Specialist"
30031,"Low",0,10,78,"Self-Emp","Bach","Married","Management"
30032,"High",0,52,25,"Private","Master","Never Married","Agricultural"
30033,"Low",0,21,26,"Private","Bach","Never Married","Trades"
30034,"Low",0,1,84,"Private","Min","Married","Specialist"
30036,"Low",0,26,39,"Private","Bach","Married","Specialist"
30037,"High",0,35,45,"Private","High School","Married","Trades"
30038,"High",0,32,40,"Private","Bach","Married","Management"
30039,"Low",0,23,70,"Private","High School","Never Married","Trades"
30040,"Low",0,26,44,"Govt","Bach","Divorced","Agricultural"
30041,"Low",2739,12,70,"Private","Bach","Never Married","Specialist"
30042,"Low",0,3,84,"Private","Bach","Married","Agricultural"
30043,"High",0,33,60,"Private","Master","Never Married","Management"
30044,"High",0,47,47,"Private","Bach","Divorced","Admin"
30045,"High",0,47,64,"Private","Min","Married","Trades"
30046,"Low",0,40,28,"Private","Bach","Divorced","Admin"
30047,"High",0,39,48,"Private","Min","Divorced","Trades"
30048,"High",0,65,52,"Private","Bach","Never Married","Management"
30049,"High",3291,52,41,"Private","Min","Married","Trades"
30050,"High",0,57,47,"Private","Bach","Divorced","Management"
30052,"Low",0,10,22,"Self-Emp","Min","Married","Trades"
30053,"High",0,45,34,"Private","Min","Married","Management"
30054,"Low",0,24,52,"Self-Emp","Min","Never Married","Trades"
30055,"Low",0,23,39,"Private","High School","Married","Management"
30056,"Low",0,33,35,"Private","Min","Never Married","Agricultural"
30057,"Low",0,12,76,"Self-Emp","Min","Married","Agricultural"
30058,"High",0,52,30,"Private","High School","Married","Management"
30059,"High",0,35,68,"Private","Min","Married","Management"
30060,"Low",0,19,70,"Other","Min","Married","Management"
30061,"High",0,29,48,"Private","Bach","Married","Admin"
30062,"High",0,51,37,"Private","Bach","Married","Management"
30063,"Low",0,0,85,"Private","Bach","Married","Trades"
30064,"High",0,44,45,"Private","Master","Divorced","Agricultural"
30065,"High",0,32,55,"Private","Bach","Married","Admin"
30066,"High",0,46,56,"Private","Bach","Married","Specialist"
30067,"High",0,34,50,"Private","High School","Married","Specialist"
30068,"Low",0,24,68,"Private","High School","Divorced","Admin"
30069,"High",0,59,31,"Govt","Master","Widowed","Specialist"
30070,"Low",0,21,73,"Self-Emp","Master","Never Married","Management"
30071,"Low",0,43,26,"Private","Bach","Married","Specialist"
30072,"High",2690,26,51,"Private","Min","Married","Specialist"
30074,"High",0,40,64,"Private","Bach","Married","Specialist"
30076,"High",0,40,62,"Private","Min","Married","Specialist"
30077,"High",0,27,56,"Private","High School","Married","Agricultural"
30078,"Low",1173,16,71,"Private","Bach","Divorced","Specialist"
30079,"Low",0,40,27,"Govt","Min","Divorced","Management"
30080,"High",0,40,58,"Private","High School","Never Married","Trades"
30081,"High",0,37,47,"Self-Emp","Bach","Never Married","Admin"
30082,"High",0,38,46,"Private","High School","Never Married","Management"
30084,"High",0,35,67,"Private","Bach","Married","Agricultural"
30086,"High",884,39,72,"Private","Bach","Divorced","Management"
30087,"High",0,39,64,"Private","Master","Divorced","Admin"
30088,"High",0,61,57,"Private","High School","Married","Management"
30090,"Low",0,45,26,"Private","High School","Married","Trades"
30091,"High",0,58,33,"Private","Bach","Married","Management"
30092,"High",0,41,47,"Private","Bach","Never Married","Trades"
30093,"Low",0,15,71,"Private","Min","Never Married","Specialist"
30094,"High",0,50,57,"Private","Master","Divorced","Management"
30095,"High",0,49,52,"Private","Bach","Divorced","Management"
30096,"High",0,55,64,"Private","High School","Divorced","Specialist"
30097,"Low",7517,7,79,"Self-Emp","Min","Married","Agricultural"
30098,"High",0,47,48,"Private","Bach","Married","Admin"
30099,"Low",0,28,69,"Self-Emp","High School","Married","Admin"
30100,"Low",0,13,78,"Private","Bach","Married","Admin"
30101,"Low",0,19,72,"Self-Emp","High School","Never Married","Specialist"
30102,"High",0,37,41,"Private","Bach","Divorced","Trades"
30104,"High",0,29,47,"Govt","High School","Never Married","Specialist"
30105,"High",0,50,65,"Private","Master","Divorced","Agricultural"
30107,"High",0,32,57,"Private","Min","Married","Management"
30108,"Low",0,23,76,"Private","Bach","Never Married","Trades"
30109,"Low",290,4,83,"Private","Min","Married","Management"
30110,"High",0,31,54,"Private","High School","Divorced","Management"
30111,"Low",0,36,30,"Private","High School","Widowed","Admin"
30112,"High",0,55,44,"Private","Bach","Married","Specialist"
30113,"High",0,45,47,"Private","High School","Married","Specialist"
30115,"Low",0,10,76,"Self-Emp","High School","Married","Specialist"
30116,"High",0,49,66,"Govt","Bach","Divorced","Admin"
30117,"High",0,38,44,"Self-Emp","Min","Never Married","Agricultural"
30118,"Low",0,1,84,"Private","Min","Married","Specialist"
30119,"High",0,55,46,"Private","Bach","Never Married","Management"
30121,"Low",0,10,75,"Other","Bach","Divorced","Management"
30122,"Low",0,27,35,"Private","Min","Married","Trades"
30123,"Low",0,13,69,"Private","Min","Never Married","Agricultural"
30124,"Low",0,27,71,"Private","High School","Never Married","Specialist"
30125,"High",0,41,35,"Private","Bach","Married","Agricultural"
30126,"Low",0,44,27,"Govt","Bach","Widowed","Specialist"
30127,"High",0,49,27,"Private","Bach","Never Married","Management"
30128,"Low",0,24,45,"Govt","Master","Never Married","Admin"
30129,"Low",0,42,22,"Private","High School","Never Married","Specialist"
30130,"Low",0,27,40,"Private","Bach","Widowed","Agricultural"
30132,"High",0,36,63,"Private","Bach","Never Married","Specialist"
30133,"Low",0,7,80,"Private","High School","Married","Agricultural"
30134,"Low",554,35,29,"Govt","High School","Divorced","Agricultural"
30135,"Low",0,11,73,"Private","Master","Married","Specialist"
30138,"High",0,50,52,"Private","Bach","Divorced","Specialist"
30139,"Low",0,27,21,"Private","High School","Never Married","Agricultural"
30140,"Low",0,8,80,"Private","High School","Never Married","Trades"
30141,"Low",0,4,82,"Private","High School","Divorced","Agricultural"
30142,"Low",0,28,33,"Private","Bach","Married","Specialist"
30143,"Low",0,19,71,"Self-Emp","High School","Never Married","Admin"
30144,"High",0,29,42,"Private","High School","Divorced","Specialist"
30145,"High",0,33,71,"Private","High School","Never Married","Management"
30146,"Low",0,11,80,"Private","Bach","Married","Specialist"
30147,"Low",0,24,49,"Private","Min","Divorced","Specialist"
30148,"High",0,58,51,"Private","Bach","Married","Management"
30149,"Low",0,26,26,"Private","Bach","Married","Management"
30150,"Low",0,29,29,"Private","Bach","Married","Admin"
30151,"Low",0,41,18,"Govt","High School","Married","Trades"
30152,"Low",0,26,46,"Self-Emp","Master","Divorced","Management"
30153,"Low",0,19,73,"Private","Min","Never Married","Trades"
30154,"Low",0,24,21,"Private","High School","Married","Agricultural"
30156,"High",0,46,47,"Private","Bach","Never Married","Admin"
30157,"Low",0,16,74,"Private","Bach","Married","Trades"
30158,"Low",0,0,85,"Private","Bach","Married","Agricultural"
30159,"High",0,33,62,"Private","Master","Married","Trades"
30160,"Low",0,38,22,"Private","High School","Married","Specialist"
30161,"Low",0,55,23,"Private","Bach","Never Married","Trades"
30163,"High",0,43,30,"Private","High School","Divorced","Agricultural"
30165,"High",0,39,61,"Private","Min","Married","Agricultural"
30167,"High",0,53,41,"Govt","Bach","Never Married","Specialist"
30168,"High",2986,44,45,"Private","High School","Married","Specialist"
30170,"Low",0,4,83,"Self-Emp","High School","Never Married","Specialist"
30172,"High",0,32,71,"Private","Min","Divorced","Agricultural"
30173,"High",0,58,29,"Private","High School","Never Married","Agricultural"
30174,"High",0,40,65,"Private","Bach","Never Married","Specialist"
30176,"Low",0,21,75,"Self-Emp","Min","Married","Admin"
30177,"High",0,54,28,"Private","High School","Divorced","Trades"
30178,"Low",0,28,68,"Private","Bach","Married","Agricultural"
30179,"High",0,35,67,"Govt","Min","Married","Agricultural"
30180,"High",958,31,66,"Private","Bach","Married","Specialist"
30181,"Low",0,11,79,"Self-Emp","Bach","Married","Agricultural"
30182,"Low",0,26,77,"Private","Bach","Married","Admin"
30183,"Low",0,6,80,"Private","Min","Married","Admin"
30184,"Low",0,40,28,"Private","High School","Married","Specialist"
30185,"High",1986,41,41,"Private","Bach","Never Married","Agricultural"
30186,"Low",0,14,75,"Private","Bach","Never Married","Admin"
30187,"High",0,49,54,"Private","Bach","Married","Specialist"
30188,"Low",0,30,28,"Private","High School","Married","Agricultural"
30189,"High",0,37,41,"Govt","High School","Married","Trades"
30190,"Low",0,34,19,"Govt","High School","Married","Trades"
30191,"Low",0,17,65,"Private","Master","Never Married","Specialist"
30192,"Low",0,15,64,"Private","Bach","Married","Specialist"
30193,"Low",0,32,33,"Private","Bach","Married","Management"
30195,"High",0,42,59,"Private","High School","Divorced","Management"
30196,"Low",0,55,20,"Self-Emp","Min","Married","Admin"
30197,"Low",0,8,77,"Private","Bach","Never Married","Agricultural"
30198,"High",0,43,32,"Private","Bach","Divorced","Agricultural"
30199,"Low",0,11,80,"Private","Bach","Never Married","Management"
30201,"High",0,31,41,"Private","High School","Never Married","Specialist"
30202,"Low",0,24,24,"Self-Emp","High School","Married","Agricultural"
30203,"Low",2570,21,26,"Private","High School","Married","Agricultural"
